Character,Line
, That's what's important to me.
, Because I need my sleep.
," I put some Thank you, ma'am."
," Thank you, ma'am."
, That concludes our meeting.
, What about the vote? We're out of time.
, It's 9 00.
," But we will have many public forums in the future, and we hope to see you all there."
, Thank you so much for coming.
, LESLIE It was tough.
," But, you know, that's Pawnee."
, That's democracy.
, There are a lot of people here that want this park.
, You just gotta get past the negative people.
, But guess what? My subcommittee held its first town hall meeting tonight.
," God, I loved it! I loved every minute of it."
," Hey, park lady."
, Yeah? You suck.
," Hear that? He called me ""park lady."
," "" You know, normally, I don't agree with Leslie about anything, but this book is awesome."
,   
,"
                "
,Season: 1 Episode: 03
,"Okay, now, see, here's a good example of a plant that you can't eat."
,See all the spikes?
,"So, two things."
,"One, it's poisonous."
,"And two, it would hurt."
,LESLIE The Parks Department has so many programs.
,Jerry's in charge of our preteen nature hikes.
,"For a while, it was a teenage nature hike, but then we changed it because a girl got pregnant."
,"Look what we have here, country honeysuckle, Pawneestyle."
,"Yeah, take a look at that."
,Wow.
,It's pretty and it smells good.
,Mmm.
,Smells great.
,"Yeah, it's really nice."
,Mmm.
,That's bitter.
,"Leslie, you don't eat it."
,Oh!
,Why did you let me eat that?
,I never told you to eat that.
,Oh!
,God.
,"Leslie, the animals know you don't eat the country honeysuckle."
,I'm not an animal.
,My tongue is swelling up.
,"No, don't touch it!"
,"No, you can't Okay, now you'll have to throw that away."
,Let's not scare the kids.
,Okay.
,All right.
,All right.
,"Well, there we go then."
,Let's see what else is here.
,"So let's tell them what other plants we can eat, Jerry."
,"But I have to say, there's a very sweet aftertaste though."
,LESLIE So I have a piece of good news.
,I've invited a reporter to come do an article about the pit behind your house.
,"She writes for the Pawnee Journal, which is kind of like our town's Washington Post."
,That sounds really good.
,"Thank you, Ann."
,It is a classic strategy.
,The press is a weapon and you can use it to kill people or to feed people.
,"You know, the beginning of projects are very vulnerable, and you have to make sure that you get a lot of press, 'cause the momentum of that can kind of keep it alive, or else it'll die."
,"I mean, I'm sure you remember the Tucker Park Graffiti Removal Project."
,The Tucker Park Graffiti Removal Project was a great idea that just ran out of steam.
,"We had removed five cartoon penises, not even 10%, when we were shut down due to lack of funding."
,"To this day, I am haunted by those remaining penises."
,One penis in particular.
,"Now, when the reporter gets here, it is vital that we all follow my rules about how to deal with the media."
,"Rule number one, stay on message."
,This is key.
,"All we need to talk about is the pit, and the fact that we're gonna turn it into a park."
,And that's it.
,Okay?
,Number two What?
,Stay on message again?
,"Yes, it's that important."
,It's one and two.
,Stay on message and stay on message.
,Right?
,"Stay on what, Ann?"
,Message.
,Great.
,"ANN Leslie formed a committee to fill the pit in a week, which is really impressive."
,"I mean, until now, my only experience with government was trying to get a recycling bin."
,Wait.
,Did I ever get it?
,"Bye, Leslie."
,"Bye, Ann."
,"Hey, Mark?"
,Yeah.
,Buy you a cup of coffee?
,"This is JJ's Diner, the unofficial meeting place of Pawnee's political elite."
,The people who eat here basically run this town.
,"So, listen, I was hoping maybe I could pick your brain about how to deal with the media."
,It's my first interview.
,What about that thing you did for the middle school newspaper last year?
,Oh.
,No.
,I don't count that.
,That was a smear job.
,So I put together some discussion topics.
,Can I run them by you?
,Okay.
,What do you think her opening gambit is gonna be?
,What is she gonna ask me first?
,How you spell your name.
,Of course.
,"Because of the silent ""K."
,""" You're so smart."
,Yeah.
,"Okay, now should I give her a tour of the building How many discussion questions do you have there?"
,Um Thirty.
,Wow!
,You're insane.
,Mark and I made love once.
,And it was very intense.
,"Hi, I'm looking for Leslie Knope."
,Okay.
,Oh!
,My ears are ringing.
,Hi.
,Hi.
,I'm Leslie Knope.
,Hi.
,I'm the deputy director of Parks and Recreation.
,Shauna.
,MalwaeTweep.
,"Yes, I am familiar with your work."
,I've read everything you've ever written.
,You did an amazing indepth article on the raccoon problem here in Pawnee.
,Who left the door open?
,No!
,No!
,No!
,And I agree with you.
,They are nature's bandits.
,Thanks.
,I was happy with that line.
,"So, can I give you a quick tour before we get started?"
,I've been here before.
,A few times.
,Quick tour?
,Okay.
,So there are 10 murals here in this hallway.
,"And this is called ""The trial of Chief Wamapo."
,""" It was painted in 1936 and this is Chief Wamapo and he was convicted of crimes against the soldiers."
,I am always amazed at his quiet dignity right before he's killed by a cannonball.
,I'm surprised no one's complained about this.
,"Oh, tons of people have."
,"Yeah, we get letters every day."
,"This is Ron Swanson, our boss."
,"Ron, this is the reporter I was telling you about."
,No comment.
,About what?
,"Hey, Haverford, maybe one day you'll figure out how to spell a threeletter word."
,"Come on, Ron."
,"I play a lot of online Scrabble with my boss, Ron Swanson, and, oh, my God, that guy is the best."
,He beats me every time.
,He kills me.
,He's awesome.
,I can't beat him.
,I should just close my account.
,"Well, Shauna, this is our crack team."
,"Hi, everyone."
,"Tom Haverford, boy genius."
,Smooth like milk chocolate.
,That's a weird way to describe me.
,"April Ludgate, 19."
,Cool enough to be invited anywhere and chooses to be here.
,"And finally, we've got Ann Perkins and Andy Dwyer."
,They're the real heroes of this story.
,Ann was the citizen who brought the pit to our attention.
,And Andy is the citizen who fell in it.
,Great.
,"It's cool if I record this, right?"
,Yeah.
,Good.
,That way it's verbatim.
,"So, Leslie, you're in charge of the committee."
,I'm sorry.
,"It's actually called a subcommittee, not a committee, so."
,We can do all this on tape.
,Right.
,Sorry.
,Sure we can.
,"And this is where you meet, generally?"
,Really?
,We meet at a bunch of different places.
,We don't always meet here.
,So I didn't quite know how to answer that.
,"Okay, why don't I ask the rest of your team some questions and then we will come back to you later?"
,"Okay, great."
,That's a good idea.
,Because these are the real heroes.
,I'm gonna be in my office.
,"So, Andy, tell me about the night you fell into the pit."
,Oh.
,Yeah.
,That's actually a great story.
,"I just finished up a gig with my band Three Skin, formerly Four Skin, but our bassist left for personal reasons."
,"And I was taking a shortcut home, and I thought I saw a toaster lying in the pit."
,"And I was like, ""Maybe I should get that."
,""" And I fell in and broke my legs."
,Such a tragedy.
,Why would you want a toaster that's lying at the bottom of the pit?
,I don't know.
,I was pretty wasted.
,Wait.
,You were drunk?
,"Oh, yeah."
,Totally.
,You knew that.
,"I didn't know that, no."
,"You should've told me, because we gave you anesthesia at the hospital."
,I was probably not thinking 'cause I had two broken femurs and I was blackout drunk.
,"Andy, I just I can't believe I'm just finding this out right now."
,Like you're perfect.
,You're on the pill.
,You drink all the time.
,You're allowed to do that.
,Stay on message.
,Thank you so much for bringing that up in front of a reporter.
,"Leslie, it's not that bad, right?"
,"I mean, why don't we just go back in there and talk about the park?"
,"Oh, Ann."
,You're so sweet and innocent and pretty.
,"The press are like sharks, and you guys just dumped a bucket of chum in the water."
,"Hey, I just got your 15 texts."
,Mark.
,"Listen, thank you for coming."
,I tried to stay on message.
,Mmmhmm.
,"But then, Ann and Andy sandbagged me."
,Andy was drunk when he fell in the pit.
,And it turns out that Ann is on birthcontrol pills.
,Okay.
,"Shauna is in the conference room, and she's writing a really bad article and it's gonna destroy us all."
,Please fix it.
,"April, let me ask you something."
,Do you think I'm in the top five bestlooking Indian guys in Pawnee?
,No.
,Who do you think's got me beat?
,That guy Hashish at City Planning?
,Tommy boy.
,"Let me tell you something, Tom."
,You suck at Scrabble.
,I know.
,You're destroying me.
,"You're worse than my exwife, and she's terrible at Scrabble."
,And she's a bitch.
,"Look out, man."
,I'm gonna get you one of these days.
,I'm practicing.
,"Yeah, I doubt that."
,Her name is Tammy Swanson and she's a serious bitch.
,"Hey, Leslie."
,I have to go.
,Let's do the interview tomorrow morning at the pit.
,Yeah.
,Perfect.
,Great.
,I'll have a photographer meet us there.
,Okay.
,Great.
,See you then.
,Disaster averted.
,"That was easy, right?"
,Yeah?
,Can we go in your car?
,Absolutely.
,All right.
,'Cause I hate driving.
,There's a beautiful view from over there.
,This is a great place to take a shot.
,"Over there as well, so I think you're fine."
,Hi!
,Hi.
,Sorry I'm late.
,"Oh, no problem."
,Do you live near Mark?
,"No, not at all."
,So he gave you a ride somehow?
,Yeah.
,"You know, do you have a pen?"
,"'Cause I don't No, sorry."
,"Michael, do you have any paper I could borrow?"
,"I might, yeah."
,"I don't mean to complain, but I think Shauna is being a little unprofessional."
,She got here She's wearing the same dress she wore yesterday.
,And she had to get a ride from So how big is this lot?
