Character,Line,Season,Episode
Leslie Knope,Nothing better than good old-fashioned door-to-door campaigning.,1,2
Leslie Knope,I'm not above using my expertise to change hearts and minds if the cause is just.,1,2
Leslie Knope,"When I was in sixth grade, I was voted Best Dressed by 87 votes.",1,2
Leslie Knope,And there were only 63 people in my class. Andy fell into that pit.,1,2
Leslie Knope,I fell into that pit.,1,2
Leslie Knope,How many more Pawnee citizens are gonna have to fall into that pit before we turn it into a park?,1,2
Leslie Knope,Zero.,1,2
Leslie Knope,Say it.,1,2
Tom Haverford,Zero.,1,2
Mark Brendanawicz,Zero.,1,2
April Ludgate,A hundred.,1,2
Ann Perkins,Zero.,1,2
Leslie Knope,I've got some sunscreen for your beaks.,1,2
Leslie Knope,"Tom, you probably won't need any.",1,2
Leslie Knope,Uhâ¦. And this is our canvassing guide.,1,2
Leslie Knope,This is gonna be the script that we use when we speak with people.,1,2
Mark Brendanawicz,"""If a person is a man, turn to page two.""",1,2
Tom Haverford,"""If the person looks like a celebrity, example, Jack Nicholson, use this to help your pitch.""",1,2
Tom Haverford,"""Example, 'You can't handle the pit.'""",1,2
Tom Haverford,"""That's why we need to turn it into a park.""",1,2
Ann Perkins,Oh.,1,2
Ann Perkins,This is really thorough.,1,2
Leslie Knope,Ann and I are a team.,1,2
Leslie Knope,You guys are a team.,1,2
Leslie Knope,"We have even sectors, you guys have odd sectors.",1,2
Leslie Knope,And we're gonna win.,1,2
Ann Perkins,Yeah.,1,2
April Ludgate,Win what?,1,2
Leslie Knope,Go!,1,2
Leslie Knope,Okay.,1,2
Leslie Knope,"Ooh, someone's in there.",1,2
Leslie Knope,This is gonna be fun.,1,2
Leslie Knope,Are you excited?,1,2
Ann Perkins,"Excited, yeah.",1,2
Leslie Knope,Are you ready?,1,2
Ann Perkins,"Yes, definitely.",1,2
Leslie Knope,Are you pumped up?,1,2
Ann Perkins,Yes!,1,2
Leslie Knope,Look humble.,1,2
Leslie Knope,But confident.,1,2
Leslie Knope,Good afternoon.,1,2
Leslie Knope,We are representatives from your local government.,1,2
Leslie Knope,May we speak with you for a moment about the Sullivan Street pit?,1,2
Extra,Sure.,1,2
Leslie Knope,Excellent!,1,2
Leslie Knope,Positive response.,1,2
Leslie Knope,How would you feel if we turned that pit into a beautiful community park?,1,2
Extra,Oh.,1,2
Extra,Yeah.,1,2
Extra,That'd be a great idea.,1,2
Ann Perkins,Oh.,1,2
Ann Perkins,Good.,1,2
Ann Perkins,I actually live in the neighborhood So I could probably tell you a little bit about--,1,2
Leslie Knope,That's-- Go to section three.,1,2
Ann Perkins,Okay.,1,2
Ann Perkins,"Um, We are having a public forum tomorrow night.",1,2
Ann Perkins,"And it would be great if you could come, voice your strong support.",1,2
Extra,Tomorrow?,1,2
Extra,I can't.,1,2
Extra,I'm busy.,1,2
Extra,Sorry.,1,2
Leslie Knope,Oh.,1,2
Leslie Knope,"Yes, we understand that people are busy, but we would love for you to come to the meeting and toâ¦",1,2
Extra,Sorry.,1,2
Extra,"Good luck, though.",1,2
Extra,I'm all for a park.,1,2
Ann Perkins,Would it change your mind if we told you that--,1,2
Leslie Knope,She's gone.,1,2
Extra,"Yeah, a park, huh?",1,2
Extra,That sounds like a really good idea.,1,2
Mark Brendanawicz,Great.,1,2
Mark Brendanawicz,Would you be willing to come to a town meeting and show your support?,1,2
Extra,Absolutely.,1,2
Extra,"Now, is this park gonna have a playground or, you know, maybe a pool for the kids?",1,2
Mark Brendanawicz,"Oh, how old are your kids?",1,2
Extra,No kids.,1,2
Tom Haverford,Uh-oh.,1,2
April Ludgate,I'm gonna put him down as a yes.,1,2
Mark Brendanawicz,Don't do that.,1,2
Extra,"Also, is the park gonna be at least 1,000 feet from my house?",1,2
Extra,"Because, you know, I really can't move again.",1,2
Mark Brendanawicz,"April, please stand behind me.",1,2
Mark Brendanawicz,That's it.,1,2
Mark Brendanawicz,That's all.,1,2
Mark Brendanawicz,That's all we've got.,1,2
Extra,No flier?,1,2
Mark Brendanawicz,Nope.,1,2
Extra,Okay.,1,2
Extra,Thank you.,1,2
Mark Brendanawicz,"Wow, man.",1,2
Mark Brendanawicz,This is great.,1,2
Mark Brendanawicz,This is so great.,1,2
Mark Brendanawicz,I love canvassing.,1,2
Mark Brendanawicz,What a great way to spend my time.,1,2
Tom Haverford,"All right, Team Haverford.",1,2
Tom Haverford,"You guys are awesome, but I think I might work better as a solo artist.",1,2
Tom Haverford,"So, I'm gonna head out.",1,2
Tom Haverford,Peace.,1,2
April Ludgate,He runs weird.,1,2
Mark Brendanawicz,He really does.,1,2
Extra,It's a good idea.,1,2
Extra,But I'm just not sure.,1,2
Ann Perkins,Okay.,1,2
Ann Perkins,Which part are you not sure about?,1,2
Extra,Turning the pit into a park.,1,2
Ann Perkins,That's kind of the whole thing.,1,2
Extra,"Well, look, I think this is a great idea, but I can't make any forum.",1,2
Extra,I would have to get a babysitter.,1,2
Leslie Knope,How old are your kids?,1,2
Extra,Four and two.,1,2
Leslie Knope,Could the 4 year old watch the 2 year old?,1,2
Ann Perkins,Okay.,1,2
Tom Haverford,Mickey!,1,2
Tom Haverford,"What's up, buddy?",1,2
Tom Haverford,How's my number one sod man doing?,1,2
Tom Haverford,"Look, here's the one, two, three of the situation.",1,2
Tom Haverford,"One, we're building a new park, two, I'm on the committee, three, you're putting in the sod.",1,2
Tom Haverford,"And who knows, you know?",1,2
Tom Haverford,"Maybe, down the line, a situation will arise where you could hook me up.",1,2
Tom Haverford,"Are you gonna commit to coming to this meeting tomorrow, or are you gonna be a bitch?",1,2
Tom Haverford,"Yes, you do owe me.",1,2
Tom Haverford,Tom Haverford.,1,2
Leslie Knope,Okay.,1,2
Leslie Knope,"Keep going, keep moving.",1,2
Leslie Knope,Nose to the grindstone.,1,2
Leslie Knope,No means yes.,1,2
Ann Perkins,"Can we stop, please?",1,2
Ann Perkins,"Because it's really hot, and I'm tired.",1,2
Leslie Knope,"Yeah, I'm hot, too.",1,2
Leslie Knope,Let's blow on each other's faces.,1,2
Leslie Knope,Or we could drink some water.,1,2
Ann Perkins,"Yeah, let's do that.",1,2
Ann Perkins,My house is really close by.,1,2
Ann Perkins,Let's just go take a break for an hour or so.,1,2
Leslie Knope,"Okay, okay.",1,2
Leslie Knope,"Look, I didn't want it to have to come to this, but, Ann, please open the sealed envelope that's in your binder.",1,2
Leslie Knope,This is a little something I learned from Karl Rove.,1,2
Leslie Knope,"If you want to guarantee the results of a survey, you design the question to give you the answer that you want.",1,2
Ann Perkins,"""Wouldn't you rather have a park than a storage facility for nuclear waste?""",1,2
Ann Perkins,That seems iffy.,1,2
Leslie Knope,"Yeah, don't worry about it, I made it all up.",1,2
Ann Perkins,"Yeah, that's what I mean.",1,2
Leslie Knope,"Wouldn't you agree, like most decent Americans, that it would be a good idea to turn the abandoned lot on Sullivan Street into a beautiful community park?",1,2
Extra,Oh.,1,2
Extra,"Actually, no.",1,2
Extra,I'm not really a fan of parks.,1,2
Extra,"Very noisy, barbecue smell all the time.",1,2
Leslie Knope,Would you change your mind if I told you that nine out of 10 meth users said the same exact thing?,1,2
Extra,What?,1,2
Extra,How would you even know that?,1,2
Leslie Knope,Survey.,1,2
Leslie Knope,We surveyed crystal meth users.,1,2
Ann Perkins,We're actually having a little town meeting tomorrow night if you wanted to just--,1,2
Extra,"Look, I know it sounds weird, but I just don't like living near parks.",1,2
Extra,"So if you have a flier or something, I'd be happy to take it.",1,2
Extra,Thank you.,1,2
Extra,Okay.,1,2
Leslie Knope,You don't care about your kids if you don't support this park!,1,2
Extra,Excuse me?,1,2
Leslie Knope,"It's-- What I mean is, kids love parks and you should, too.",1,2
Extra,"So, if I don't support your little project, then I don't love my daughter?",1,2
Leslie Knope,I didn't--,1,2
Extra,"What time is this thing, anyway?",1,2
Leslie Knope,"Oh, it's next month, forget about it.",1,2
Extra,"Oh, it's tomorrow night.",1,2
Extra,I'll be there.,1,2
Leslie Knope,Great.,1,2
Extra,Okay.,1,2
Extra,Come on.,1,2
Leslie Knope,We got one.,1,2
Extra,Come on.,1,2
Tom Haverford,Am I talking to the two sexiest thighs in landscaping?,1,2
Tom Haverford,"Yes, I am, 'cause I'm talking to Marcy.",1,2
Tom Haverford,How's it going?,1,2
Tom Haverford,Tom Haverford.,1,2
Tom Haverford,"Kevin, your sandboxes are the best.",1,2
Tom Haverford,That's why I want you involved!,1,2
Tom Haverford,I just want the best monkey bars I can get in my park.,1,2
Tom Haverford,I don't mind hooking you up.,1,2
Tom Haverford,"Maybe, down the line, there'll be a situation where you can hook me up.",1,2
Leslie Knope,"Thank you for your time, sir.",1,2
Leslie Knope,"Hmm, he said some upsetting things.",1,2
Ann Perkins,I can't believe you gave him your home phone number.,1,2
Leslie Knope,"Well, I'm a public servant.",1,2
Leslie Knope,I need to be accessible.,1,2
Ann Perkins,What the hell is wrong with people?,1,2
Ann Perkins,I should show them Andy's medical bills.,1,2
Ann Perkins,Maybe they'd have a little sympathy.,1,2
Leslie Knope,"Oh, my God.",1,2
Leslie Knope,Ann!,1,2
Leslie Knope,Game changer.,1,2
Leslie Knope,You just busted the game wide open.,1,2
Ann Perkins,How?,1,2
Leslie Knope,Andy.,1,2
Leslie Knope,We need Andy.,1,2
Leslie Knope,He's our symbol.,1,2
Leslie Knope,We'll wheel him around the neighborhood to get sympathy.,1,2
Leslie Knope,He's a cute FDR.,1,2
Ann Perkins,Yeah!,1,2
Leslie Knope,Yeah!,1,2
Paul,"Ron, you got a minute?",1,2
Ron Swanson,"Uh, sure, Paul.",1,2
Ron Swanson,What can I do for you?,1,2
Paul,The Sullivan Street Park project.,1,2
Paul,"You fast-tracked it, right?",1,2
Ron Swanson,"Yeah, absolutely.",1,2
Ron Swanson,We have a public forum tomorrow.,1,2
Paul,Okay.,1,2
Paul,Great.,1,2
Paul,I'll be there.,1,2
Ron Swanson,Great.,1,2
Ron Swanson,Mmm.,1,2
Ron Swanson,"""Hey! You fast-tracked that, right?""",1,2
Paul,I'm sorry?,1,2
Paul,Did you say something?,1,2
Ron Swanson,Nope.,1,2
Paul,You didn't say anything to me?,1,2
Ron Swanson,Nope.,1,2
Ron Swanson,There's a new wind blowing in government and I don't like it.,1,2
Ron Swanson,"All of a sudden, there's all this federal money coming in, and Paul, the city manager, is telling us to build parks and start new community programs.",1,2
Ron Swanson,It's horrifying.,1,2
Leslie Knope,"Do you have, like, a nurse's costume?",1,2
Ann Perkins,Costume?,1,2
Ann Perkins,"You mean, like, scrubs?",1,2
Leslie Knope,"Yeah, put those on.",1,2
Ann Perkins,Okay.,1,2
Andy Dwyer,"Please tell me, Please tell me why, My car is in the front yard, Bass!",1,2
Andy Dwyer,Come on.,1,2
Andy Dwyer,And I'm sleeping with my clothes on I came in through the window last night,1,2
Mark Brendanawicz,It can be tricky dealing,1,2
Leslie Knope,Don't-- Why do I want to build this park so bad?,1,2
Leslie Knope,Maybe because a pit filled with garbage isn't the best that we can do in America.,1,2
Leslie Knope,"You know, in Russia, they could pretend that pit was a park, bring their kids down there.",1,2
Leslie Knope,"""Hey, Vlad! Look at these rocks! Let's pretend they're potatoes!""",1,2
Leslie Knope,"""Nikolai! Do you want to swim in the dirt?""",1,2
Leslie Knope,But not here.,1,2
Leslie Knope,Okay?,1,2
Leslie Knope,'Cause we're a nation of dreamers.,1,2
Leslie Knope,And it is my dream to build a park.,1,2
Leslie Knope,That I one day visit with my White House staff on my birthday.,1,2
Leslie Knope,"And they say, ""President Knope, this park is awesome.""",1,2
Leslie Knope,"""Now we understand why you are the first female President of the United States.""",1,2
Ron Swanson,"Leslie Knope, builder of parks.",1,2
Ron Swanson,How was canvassing?,1,2
Leslie Knope,"Canvassing was okay, but I think we're gonna have to postpone the town meeting.",1,2
Ron Swanson,Postpone?,1,2
Leslie Knope,Only for 1 to 90 days.,1,2
Ron Swanson,No.,1,2
Ron Swanson,You're doing this meeting.,1,2
Ron Swanson,You have my full support.,1,2
Ron Swanson,"I was talking to the city manager, exchanging ideas.",1,2
Ron Swanson,"Um, there's a mutual respect there.",1,2
Ron Swanson,"And together, we have decided to fast-track your project.",1,2
Leslie Knope,City manager?,1,2
Leslie Knope,Wow.,1,2
Leslie Knope,Really?,1,2
Leslie Knope,I have to cancel this meeting.,1,2
Leslie Knope,Fast-track?,1,2
Leslie Knope,Did my name come up at all?,1,2
Leslie Knope,"Oh, this meeting needs to be canceled.",1,2
Ron Swanson,"No, it's happening.",1,2
Ron Swanson,"Look, just do a good job tomorrow.",1,2
Ron Swanson,Okay?,1,2
Ron Swanson,We have to push this thing through.,1,2
Leslie Knope,Of course.,1,2
Leslie Knope,Of course.,1,2
Leslie Knope,I'll push anything through anything.,1,2
Leslie Knope,You know me.,1,2
Ron Swanson,Are you sweating through your suit?,1,2
Leslie Knope,I doubt it.,1,2
Leslie Knope,It's a very breathable fabric--,1,2
Leslie Knope,"Oh, yeah.",1,2
Leslie Knope,I am.,1,2
Tom Haverford,"Jerry, what's up, man?",1,2
Tom Haverford,"Hey, you're into pretzels, right?",1,2
Tom Haverford,Bam!,1,2
Tom Haverford,"Hit them up, man.",1,2
Tom Haverford,Thanks for coming down.,1,2
Tom Haverford,I got a seat taped off for you over there.,1,2
Tom Haverford,"My top priority with this park, getting your fences in there.",1,2
Tom Haverford,I drove by one of your fences the other day.,1,2
Tom Haverford,"I was like, ""Man, that fence looks awesome.""",1,2
Tom Haverford,"I was like, of course, Roy's.",1,2
Tom Haverford,"If you're into chocolate muffins, grab as many you want.",1,2
Tom Haverford,Some people may say that bringing in these contractors this early is jumping the gun a little bit.,1,2
Tom Haverford,"Well, guess what?",1,2
Tom Haverford,"Here's the gun, here's me.",1,2
Tom Haverford,Boom!,1,2
Tom Haverford,Victor Miles.,1,2
Tom Haverford,Tom Haverford.,1,2
Tom Haverford,How are you?,1,2
Tom Haverford,Thank you so much for coming down.,1,2
Tom Haverford,I want to introduce you to Leslie.,1,2
Tom Haverford,Victor Miles.,1,2
Leslie Knope,Hi.,1,2
Tom Haverford,He's a gentleman I met canvassing.,1,2
Tom Haverford,He also happens to be the top sod guy in Indiana.,1,2
Leslie Knope,That's terrific.,1,2
Paul,"Hey, Leslie.",1,2
Paul,Hey.,1,2
Paul,I really want you to nail this.,1,2
Tom Haverford,Don from Don's Cement.,1,2
Tom Haverford,Tom Haverford.,1,2
Tom Haverford,Good to see you.,1,2
Tom Haverford,I was thinking of a jingle for your company.,1,2
Tom Haverford,How's this?,1,2
Tom Haverford,Don's cement It's the best you can get Don's,1,2
Leslie Knope,I'm so glad you're here.,1,2
Ann Perkins,Yeah.,1,2
Ann Perkins,"Andy came, too, to give his support.",1,2
Andy Dwyer,"I have a lot of stage experience, soâ¦",1,2
Ann Perkins,"This will be fine, right?",1,2
Andy Dwyer,It's a park for God's sakes.,1,2
Andy Dwyer,How much can they hate a park?,1,2
Ann Perkins,A lot of them seemed to hate a park yesterday.,1,2
Leslie Knope,April.,1,2
Leslie Knope,"April, I need you in the audience.",1,2
April Ludgate,Okay.,1,2
Leslie Knope,"Wait, and if the questions start getting negative, I'm gonna call on you.",1,2
Leslie Knope,And I need you to sell the crap out of the park.,1,2
Leslie Knope,Can you do that?,1,2
April Ludgate,Why?,1,2
Leslie Knope,"Please, April!",1,2
Leslie Knope,This is serious!,1,2
Leslie Knope,Can you do that?,1,2
April Ludgate,Probably.,1,2
Leslie Knope,"Good girl, good girl, good ""probably.""",1,2
Leslie Knope,Good girl.,1,2
Leslie Knope,"Okay, here we go.",1,2
Leslie Knope,"Line up, everybody.",1,2
Leslie Knope,My mom's here.,1,2
Leslie Knope,My mom's here.,1,2
Leslie Knope,My mom's here.,1,2
Leslie Knope,No.,1,2
Leslie Knope,I can't do that.,1,2
Leslie Knope,That's illegal.,1,2
Leslie Knope,Thank you so much for coming out tonight.,1,2
Leslie Knope,This is our first town meeting about the proposal to turn Lot 48 on Sullivan Street into a community park.,1,2
Leslie Knope,Yeah!,1,2
Marlene Griggs-Knope,This is gonna be a train wreck.,1,2
Marlene Griggs-Knope,"I want my daughter to be successful, which is why I always tell her, ""There's nothing wrong with being a wife and mother.""",1,2
Leslie Knope,"Now, there are many people that I spoke to who are passionately in support of this idea.",1,2
Leslie Knope,"None of them were able to make it tonight, unfortunately.",1,2
Leslie Knope,But they totally exist.,1,2
Leslie Knope,I did not make them up.,1,2
Leslie Knope,"Oh, I see a question.",1,2
Leslie Knope,Okay.,1,2
Leslie Knope,"No, no.",1,2
Leslie Knope,No.,1,2
Leslie Knope,No questions right now.,1,2
Kate Spivack,My name is Kate Spivack.,1,2
Leslie Knope,Mmmhmm.,1,2
Leslie Knope,I remember you.,1,2
Kate Spivack,And I live in the neighborhood.,1,2
Kate Spivack,And I am 100% against this park.,1,2
Kate Spivack,"I cannot believe the department is moving forward with a project without a single environmental impact study, and if you guys agree with me, let's take a stand.",1,2
